exam,section,text_no,n,pos_in_block,type,negative,cited_line,key,stem,opt1,opt2,opt3,opt4,locator_in_stem,answer_home,answer_span_sentences,scan_sufficient,scan_comment,correct_option_relation,correct_shares_wording,key_looks_wrong,key_comment,key_reliability,mech1,why1,mech2,why2,mech3,why3,mech4,why4
autumn_2018,2,2,18,1,title,False,,4,An appropriate title for this text would be -,Rodriguez-Gerada's Life and Career,"Out of Many, One: A Tribute to American Society",Face-Scapes in American Art,Rodriguez-Gerada: Transforming Our Idea of Portraits,none,whole,99,no_locator,"Only a title about redefining portraiture covers scale, sites and impermanence together.",generalization,True,False,,SUSPECT,overreach,"Promises a biography; only birth, upbringing and a move appear.",too_narrow,One work occupies a single paragraph of four.,half_true,"Face-scapes are his, but Barcelona and Amsterdam are not American art.",,
autumn_2018,2,2,19,2,paragraph_purpose,False,,1,The main purpose of the second paragraph is to -,summarize Rodriguez-Gerada's early life,discuss examples of Rodriguez-Gerada's face-scapes,explain why Rodriguez-Gerada became a portrait artist,describe the materials used by Rodriguez-Gerada in his face-scapes,paragraph_number,p2,5,needs_paragraph,Biography is the opening clause only; the rest of the paragraph is examples.,generalization,True,True,Option 2 is correct: four of the paragraph's five sentences present face-scapes in Barcelona and Amsterdam and their scale.,SUSPECT,too_narrow,Recorded key; birth and move fill one opening clause.,,,not_stated,No reason for his becoming a portrait artist is given.,wrong_location,Materials are itemised in the third and fourth paragraphs.
autumn_2018,2,2,20,3,paragraph_purpose,False,,4,The main purpose of the third paragraph is to discuss -,"why Rodriguez-Gerada chose the title Out of Many, One","public reaction to Out of Many, One","the people represented in Out of Many, One","how Out of Many, One was created",paragraph_number,p3,8,needs_paragraph,"Composite photos, satellite mapping, pegs, string, sand and soil form one long procedure.",generalization,True,False,,SUSPECT,too_narrow,The title's meaning is the paragraph's closing two sentences.,not_stated,No public reaction to the work is described.,too_narrow,The fifty young men are one input to the process.,,
autumn_2018,2,2,21,4,vocab_in_context,False,line 25,,"In line 25, ""immortalize"" can best be replaced by -",preserve the image of,capture the beauty of,convey the hopes of,express admiration for,line_number,p4,2,yes_local,The 'In contrast to' frame plus 'temporary materials' in the same sentence fixes the sense.,paraphrase,False,False,Key missing; option 1 is correct: 'immortalize' contrasts with temporary materials and 'not lost to posterity'.,SUSPECT,,,right_words_wrong_relation,Beauty is not the axis; permanence versus impermanence is.,right_words_wrong_relation,"Lifts 'hopes' from 'life, hopes, and dreams' in the same sentence.",not_stated,Admiration for subjects is nowhere in the passage.
autumn_2018,2,2,22,5,explicit_detail,True,line 2,,"Which of the following is not one of the ways in which Rodriguez-Gerada has ""changed the boundaries of portraiture"" (line 2)?",by designing enormous portraits,by producing portraits that are temporary,by using only anonymous subjects in his portraits,by constructing outdoor portraits,line_number,whole,99,needs_whole_text,"The cited line points to the claim, not the evidence; the refuting Obama detail is a paragraph away.",elimination_only,True,False,"Key missing; option 3 is correct: the first face-scape portrayed Barack Obama, so subjects are not only anonymous.",SUSPECT,true_but_not_asked,Giant scale is stated in the first and second paragraphs.,true_but_not_asked,Temporary materials and the ploughed-under work confirm it.,,,true_but_not_asked,Outdoor urban spaces are named in the opening paragraph.
autumn_2019,1,1,13,1,main_idea,False,,3,The text is mainly about Luis Soriano's -,donkeys,students,traveling library,love of books,named_entity_or_term,whole,99,needs_whole_text,"Soriano's name is on every line, so scanning gains nothing; scope decides.",generalization,True,False,,ok,too_narrow,"Donkeys are the vehicle, mentioned in two sentences.",not_stated,He is called a teacher; his pupils are never discussed.,,,too_narrow,His motive is implied but is not the text's subject.
autumn_2019,1,1,14,2,reference_word,False,line 3,1,"In line 3, ""them"" refers to -",pouches,donkeys,books,people,line_number,p1,1,yes_local,One sentence contains both the pronoun and its antecedent; nothing else needed.,inference_one_step,True,False,,ok,,,right_words_wrong_relation,"Nearest plural noun, but donkeys are not filled with books.",right_words_wrong_relation,"Books are the filling, not the thing being filled.",wrong_entity,"People appear in the next sentence, outside the clause."
autumn_2019,1,1,15,3,paragraph_purpose,False,,1,The main purpose of the second paragraph is to -,describe Soriano's donkey library,compare the biblioburro with other libraries,describe one of Colombia's poorest regions,list the books in Soriano's collection,paragraph_number,p2,4,needs_paragraph,"The paragraph ends on a book list, exactly what a local reader turns into option 4.",generalization,True,False,,ok,,,not_stated,No other library is mentioned for comparison.,too_narrow,The poor region is one relative clause of context.,too_narrow,The book types are the paragraph's closing list only.
autumn_2019,1,1,16,4,vocab_in_context,False,line 7,4,"In line 7, ""illiterate"" means -",poor,too busy,not in good health,unable to read,line_number,p2,1,yes_local,'and cannot read to their children' immediately follows and glosses the word.,paraphrase,True,False,,ok,right_words_wrong_relation,'Poorest regions' sits in the same sentence but is a different property.,not_stated,No claim about adults' time is made.,not_stated,Health is never mentioned in the text.,,
autumn_2019,1,1,17,5,inference,True,,4,It can be understood from the text that the biblioburro is not -,a traveling library,popular,meant to help people,a money-making project,named_entity_or_term,whole,99,needs_whole_text,Negative item: the three wrong options are supported in three different paragraphs.,elimination_only,False,False,,ok,true_but_not_asked,The text calls it a traveling library explicitly.,true_but_not_asked,Groups wait eagerly at every stop.,true_but_not_asked,He reads aloud and helps with homework.,,
autumn_2019,1,2,18,1,main_idea,False,,2,The main purpose of the text is to -,explain how thermoluminescence was discovered,discuss a scientific phenomenon and its practical applications,describe the different uses of heat testing,explain the process by which radiation is transformed into light,none,whole,99,no_locator,"Needs the shape of all four paragraphs: definition, history, then two applications.",generalization,True,False,,ok,too_narrow,Boyle's history is one of four paragraphs.,,,right_words_wrong_relation,Borrows 'heat testing' from the badge paragraph and inflates it.,too_narrow,"The mechanism is the first paragraph only, not the text's purpose."
autumn_2019,1,2,19,2,inference,False,,3,It can be inferred from the first paragraph that thermoluminescence -,causes materials to absorb radiation,converts sunlight into heat,does not occur in all substances,increases the temperature of crystalline minerals,ordinal_position,p1,2,yes_local,'certain substances' plus the named materials list supports the inference at once.,inference_one_step,True,False,,ok,right_words_wrong_relation,Heat and sunlight cause absorption; the phenomenon is the emission.,right_words_wrong_relation,Recombines sunlight and heat into a conversion never described.,,,right_words_wrong_relation,Heating causes the effect; the effect does not cause heating.
autumn_2019,1,2,20,3,paragraph_purpose,False,,4,The main purpose of the second paragraph is to -,explain why Robert Boyle's experiments seem crude by today's scientific standards,provide a scientific explanation of something once considered inexplicable magic,describe the 1663 Royal Society of London conference on thermoluminescence,discuss Robert Boyle's contribution to the understanding of thermoluminescence,paragraph_number,p2,4,needs_paragraph,The 'credited with advancing' clause is last; earlier sentences bait options 1 and 3.,generalization,True,False,,ok,too_narrow,"'Crude by today's standards' is a concessive clause, not the aim.",right_words_wrong_relation,Lifts 'inexplicable magic'; no scientific explanation is actually given.,wrong_entity,Boyle addressed the Society; there was no conference on the topic.,,
autumn_2019,1,2,21,4,paragraph_purpose,False,,2,The main purpose of the third paragraph is to -,explain how radiation badges were invented,describe how thermoluminescence is used to ensure worker safety,compare the levels of radiation to which people in different occupations are exposed,discuss safety procedures in the workplace,paragraph_number,p3,3,needs_paragraph,Occupation list opens the paragraph and baits option 3 before safety is stated.,generalization,True,False,,ok,not_stated,How badges came to be invented is never told.,,,right_words_wrong_relation,"Occupations are listed together, never compared by exposure level.",overreach,Broadens one specific procedure into workplace safety generally.
autumn_2019,1,2,22,5,explicit_detail,False,,4,"According to the last paragraph, thermoluminescence -",increases the amount of radiation in clay objects,is the process used to harden clay pots,can only be used to date pottery from certain periods,can be used to confirm the authenticity of clay artifacts,ordinal_position,p4,3,needs_paragraph,"Scanning 'clay' lands on firing and hardening, the trap behind option 2.",inference_one_step,True,False,,ok,contradiction,Firing releases radiation; the technique only measures it.,right_words_wrong_relation,Firing hardens clay; thermoluminescence is not that process.,not_stated,No limitation to particular periods is mentioned.,,
