word,lemma,in_bank,bank_headword,level,zipf,sc_opt_exams,sc_opt_correct_exams,restatement_exams,rc_question_exams,exams_any_role,occurrences,weighted_score
rain,rain,0,,A1,4.71,2,0,1,1,8,10,23
foster,foster,1,foster,C1,4.33,2,2,1,0,8,11,23
immediately,immediately,0,,A2,4.98,2,0,1,0,9,12,22
elaborate,elaborate,1,elaborate,C1,4.06,2,0,1,0,9,11,22
illustrate,illustrate,1,illustrate,B2,4.17,2,0,1,0,8,8,22
frighten,frighten,0,,B1,3.74,2,0,0,0,9,10,22
invite,invite,0,,A2,4.53,2,0,0,0,10,11,22
closely,closely,0,,B2,4.53,2,0,3,0,6,7,22
stem,stem,0,,C1,4.3,2,0,2,0,8,11,22
ritual,ritual,1,ritual,C1,4.02,2,0,2,0,7,12,22
border,border,0,,B1,4.7,2,0,1,0,9,9,22
page,page,0,,A1,5.12,2,0,1,0,8,15,21
whereas,whereas,1,whereas,B2,4.41,2,2,1,0,9,10,21
fabric,fabric,1,fabric,B2,4.08,2,0,0,0,8,9,21
defy,defy,1,defy,C1,3.42,2,0,3,0,7,7,21
climb,climb,0,,A1,4.22,2,0,2,0,5,9,21
emit,emit,0,,off~C2,3.32,2,2,1,0,8,10,21
income,income,1,income,B2,4.97,2,1,2,0,8,9,21
suit,suit,0,,A2,4.7,2,1,1,0,9,9,21
longevity,longevity,0,,off~C1+,3.55,2,0,2,0,5,7,20
flexible,flexible,1,flexible,B2,4.13,2,1,1,0,7,8,20
crude,crude,1,crude,C1,4.0,2,0,0,0,8,9,20
dependent,dependent,1,dependent,B2,4.28,2,0,2,0,6,7,20
tube,tube,0,,B1,4.36,2,0,0,1,6,12,20
coat,coat,0,,A1,4.36,2,1,0,0,8,8,20
protest,protest,0,,B1,4.45,2,1,2,0,7,7,20
odor,odor,0,,off~C2,3.49,2,0,1,0,7,8,20
devastate,devastate,0,,C1,3.85,2,2,3,0,6,6,20
fulfill,fulfill,0,,off~C1+,3.86,2,1,2,0,8,8,20
annual,annual,1,annual,B2,4.94,2,0,0,0,9,9,20
consume,consume,1,consume,B1,3.95,2,1,1,0,8,10,20
portrait,portrait,0,,B1,4.22,2,0,0,0,7,21,20
fade,fade,0,,C1,3.86,2,1,1,1,6,8,20
zone,zone,0,,B2,4.72,2,1,2,0,4,15,19
humble,humble,1,humble,C1,4.11,2,0,2,0,6,7,19
tongue,tongue,0,,B1,4.37,2,1,0,1,7,8,19
companion,companion,0,,C1,4.13,2,0,2,0,4,7,19
amuse,amuse,0,,B2,3.76,2,0,0,1,8,9,19
deny,deny,1,denied,B2,4.43,2,0,2,0,7,7,19
restriction,restriction,1,restriction,B2,4.31,2,0,2,0,7,7,19
undertake,undertake,0,,B2,3.85,2,0,2,0,6,6,19
count,count,0,,A2,4.83,2,0,1,0,7,9,19
retain,retain,1,retained,B2,4.16,2,1,2,0,7,7,19
consult,consult,0,,B2,4.06,2,1,1,0,6,7,19
staple,staple,0,,off~C1+,3.68,2,1,0,0,7,9,19
territory,territory,1,territory,B2,4.6,2,0,0,0,6,8,19
sequence,sequence,0,,B2,4.35,2,0,1,2,6,8,19
inflict,inflict,1,inflict,C1,3.62,2,0,3,0,4,5,19
undermine,undermine,0,,C1,3.65,2,0,3,0,5,5,19
cycle,cycle,1,cycle,A2,4.6,2,0,2,0,5,6,19
internal,internal,1,internal,B2,4.66,2,1,0,0,6,8,18
severely,severely,1,severely,B2,4.1,2,2,2,0,6,6,18
abundant,abundant,0,,off~C1+,3.77,2,1,2,0,6,6,18
satisfy,satisfy,0,,B2,4.28,2,1,0,1,7,7,18
grant,grant,1,granted,B2,4.67,2,0,0,0,7,8,18
representative,representative,0,,B2,4.57,2,0,2,0,5,6,18
commodity,commodity,0,,C1,3.86,2,1,1,0,6,7,18
quit,quit,0,,B1,4.54,2,0,0,0,6,7,18
debut,debut,0,,C1,4.52,2,2,2,0,5,6,18
perspective,perspective,1,perspective,B2,4.56,2,0,1,0,6,7,18
obstacle,obstacle,1,obstacle,B2,3.88,2,0,1,0,6,8,18
transmit,transmit,0,,B2,3.87,2,0,1,0,7,8,18
formulate,formulate,0,,C1,3.52,2,0,1,0,5,7,17
conscious,conscious,0,,B2,4.18,2,0,2,0,4,5,17
prevalent,prevalent,0,,off~C1+,3.78,2,0,2,0,5,5,17
venture,venture,0,,C1,4.26,2,2,1,0,7,7,17
branch,branch,0,,B1,4.58,2,2,2,0,4,5,17
modest,modest,1,modest,B2,4.03,2,1,2,0,5,5,17
shy,shy,0,,B1,4.16,2,1,2,0,4,8,17
leak,leak,0,,C1,4.09,2,0,0,0,5,7,17
wave,wave,0,,A2,4.62,2,0,0,0,7,7,17
conquest,conquest,0,,off~C1+,3.77,2,0,1,0,5,6,17
contaminate,contaminate,0,,off~C1+,3.7,2,0,0,0,6,7,17
moment,moment,0,,A1,5.24,2,0,0,0,7,7,17
sew,sew,0,,off~C1+,3.69,2,0,2,0,4,8,17
boost,boost,0,,B2,4.41,2,1,2,0,5,5,17
prolong,prolong,0,,off~C1+,3.81,2,0,1,0,5,5,16
flaw,flaw,0,,C1,3.85,2,1,0,1,5,6,16
embrace,embrace,1,embrace,B2,4.16,2,0,1,0,6,6,16
spill,spill,0,,B2,3.84,2,0,2,0,3,7,16
partial,partial,0,,C1,4.17,2,0,1,0,5,5,16
diminish,diminish,0,,C1,3.67,2,1,1,0,6,6,16
edict,edict,0,,off~C2,3.1,2,0,2,0,3,4,16
vehicle,vehicle,0,,A2,4.76,2,1,1,0,6,8,16
edible,edible,0,,off~C1+,3.63,2,2,2,0,3,4,16
tail,tail,0,,B1,4.34,2,0,0,0,6,6,16
dissolve,dissolve,0,,C1,3.87,2,0,2,0,3,7,16
resign,resign,0,,B2,4.04,2,0,0,0,4,6,16
fold,fold,0,,B1,4.08,2,1,0,0,4,7,16
intact,intact,1,intact,C1,3.98,2,1,1,0,6,6,16
illiteracy,illiteracy,0,,off~C2,2.86,2,2,2,0,3,7,16
riddle,riddle,0,,off~C2,3.44,2,0,1,0,4,5,16
ambitious,ambitious,0,,B1,3.95,2,0,2,0,3,4,16
heal,heal,0,,B2,4.12,2,0,0,0,5,6,16
epidemic,epidemic,0,,C1,3.8,2,1,2,0,3,7,16
intruder,intruder,0,,off~C2,3.37,2,1,2,0,3,4,16
grasp,grasp,0,,C1,3.97,2,0,0,0,6,7,16
despair,despair,0,,off~C1+,3.82,2,0,2,0,4,4,16
secular,secular,0,,C1,3.95,2,1,2,0,3,7,16
spark,spark,0,,C1,3.99,2,0,0,0,5,6,16
corner,corner,0,,A2,4.75,2,0,0,0,6,6,16
provoke,provoke,0,,C1,3.51,2,0,2,0,4,4,16
burst,burst,1,burst,C1,4.15,2,0,0,0,5,6,16
emulate,emulate,0,,off~C2,3.41,2,1,2,0,4,4,16
plague,plague,0,,off~C1+,3.89,2,2,1,0,4,4,15
esteem,esteem,0,,off~C1+,3.9,2,0,1,0,5,5,15
inhale,inhale,0,,off~C2,3.25,2,1,0,1,4,6,15
handle,handle,0,,B2,4.79,2,0,0,0,4,5,15
exceed,exceed,0,,B2,3.92,2,0,0,0,6,6,15
expectation,expectation,1,expectations,B2,4.44,2,0,0,0,7,7,15
starve,starve,0,,B2,3.79,2,0,0,0,4,5,15
monarchy,monarchy,0,,off~C1+,3.67,2,1,1,0,5,5,15
brush,brush,0,,A2,4.23,2,0,0,0,5,8,15
fortress,fortress,0,,off~C1+,3.77,2,1,0,0,5,5,15
ambition,ambition,0,,B1,3.91,2,0,1,0,4,4,15
leap,leap,0,,C1,3.94,2,1,1,0,4,4,15
instantly,instantly,1,instantly,B2,4.23,2,1,1,0,5,5,15
equivalent,equivalent,1,equivalent,B2,4.5,2,1,1,0,5,6,15
revive,revive,0,,C1,3.68,2,1,1,0,4,4,15
feat,feat,0,,C1,3.99,2,2,0,1,5,6,15
draft,draft,0,,B2,4.61,2,0,1,0,5,5,15
temporary,temporary,1,temporary,B2,4.48,2,0,0,0,5,6,15
initial,initial,1,initial,B2,4.72,2,1,0,0,6,6,15
imitation,imitation,0,,off~C2,3.47,2,0,1,0,5,6,15
occasionally,occasionally,0,,B2,4.39,2,0,0,0,6,6,14
implication,implication,0,,B2,4.1,2,0,0,0,5,5,14
gesture,gesture,0,,B2,3.9,2,0,0,0,5,5,14
seat,seat,0,,A2,4.82,2,1,0,0,6,6,14
compassion,compassion,0,,C1,3.95,2,0,1,0,4,4,14
freeze,freeze,0,,B1,4.32,2,0,0,0,5,6,14
plentiful,plentiful,0,,off~C2,3.36,2,2,0,0,4,4,14
insist,insist,0,,B2,4.06,2,0,1,0,4,4,14
safely,safely,0,,off~C1,4.22,2,0,1,0,4,4,14
load,load,0,,B2,4.58,2,1,0,0,5,5,14
convene,convene,0,,off~C2,3.4,2,1,0,1,4,5,14
omit,omit,0,,off~C1+,3.53,2,1,1,0,4,4,14
outbreak,outbreak,0,,C1,3.99,2,1,0,0,4,4,14
supposedly,supposedly,1,supposedly,C1,3.96,2,0,0,0,6,6,14
confront,confront,0,,C1,3.84,2,0,1,0,3,4,14
inadequate,inadequate,0,,C1,3.82,2,2,1,0,4,4,14
recognizable,recognizable,0,,off~C2,3.45,2,1,1,0,4,4,14
rod,rod,0,,C1,4.14,2,0,0,1,4,10,14
integrate,integrate,0,,B2,4.29,2,0,1,0,4,4,14
mutually,mutually,0,,off~C1+,3.68,2,0,1,0,4,4,14
besides,besides,1,besides,B2,4.63,2,1,1,0,4,4,14
impulse,impulse,0,,off~C1+,3.72,2,0,0,0,5,5,14
dialogue,dialogue,0,,A1,4.29,2,0,0,0,3,5,14
hostile,hostile,0,,C1,4.07,2,0,0,0,4,5,14
indication,indication,0,,B2,4.06,2,0,1,0,4,5,14
possess,possess,0,,B2,4.02,2,0,0,0,5,5,14
escalate,escalate,0,,C1,3.44,2,1,1,0,4,4,14
weave,weave,0,,C1,3.54,2,0,0,0,4,7,14
tangible,tangible,0,,off~C1+,3.66,2,1,0,0,4,4,13
revolve,revolve,0,,off~C2,3.41,2,0,0,0,3,4,13
cheer,cheer,0,,B2,4.13,2,0,0,0,5,5,13
roll,roll,0,,B1,4.75,2,1,0,0,4,4,13
boring,boring,0,,A1,4.43,2,0,0,0,4,4,13
continuously,continuously,0,,off~C1+,3.97,2,1,1,0,3,3,13
dim,dim,0,,off~C1+,3.62,2,0,0,0,3,4,13
whenever,whenever,0,,B1,4.63,2,0,0,0,4,4,13
recipient,recipient,0,,C1,3.94,2,0,0,0,5,5,13
casual,casual,0,,B2,4.23,2,0,0,0,4,4,13
fragrance,fragrance,0,,off~C1+,3.53,2,0,1,0,3,3,13
pedal,pedal,0,,off~C1+,3.64,2,0,0,0,3,5,13
resemblance,resemblance,0,,off~C1+,3.59,2,2,0,0,3,4,13
ride,ride,0,,A1,4.85,2,0,0,0,5,5,13
narrate,narrate,0,,off~C2,3.29,2,0,1,0,3,3,13
reinstate,reinstate,0,,off~C2,3.35,2,1,1,0,3,3,13
pious,pious,0,,off~C2,3.31,2,0,1,0,3,3,13
crane,crane,0,,off~C1+,3.92,2,0,0,0,3,4,13
behalf,behalf,0,,C1,4.42,2,1,0,0,4,4,13
concede,concede,0,,C1,3.63,2,0,0,1,3,4,13
dose,dose,0,,C1,4.2,2,2,0,0,5,6,13
resentment,resentment,0,,off~C1+,3.61,2,0,1,0,3,3,13
mature,mature,0,,C1,4.28,2,0,0,0,3,4,13
doctrine,doctrine,0,,C1,3.98,2,0,1,0,3,3,13
gauge,gauge,0,,off~C1,4.02,2,0,0,0,3,4,13
defiance,defiance,0,,off~C2,3.48,2,0,1,0,3,3,13
hallmark,hallmark,0,,off~C2,3.37,2,0,1,0,3,3,13
twist,twist,0,,C1,4.22,2,0,0,0,4,4,13
disruption,disruption,0,,C1,3.71,2,0,1,0,3,3,13
wipe,wipe,0,,C1,4.01,2,2,1,0,3,3,13
fluctuate,fluctuate,0,,off~C2,3.0,2,0,0,0,3,3,12
siege,siege,0,,off~C1+,3.93,2,1,0,0,3,3,12
commemorate,commemorate,0,,off~C2,3.49,2,2,0,0,4,4,12
speculate,speculate,0,,B2,3.48,2,1,0,0,4,4,12
motive,motive,0,,C1,3.94,2,0,0,0,3,3,12
margin,margin,0,,B2,4.27,2,0,0,0,4,6,12
wrap,wrap,0,,B2,4.2,2,0,0,0,4,4,12
transaction,transaction,0,,C1,4.22,2,0,0,0,4,4,12
plea,plea,0,,C1,3.95,2,0,0,0,4,4,12
subtle,subtle,0,,C1,4.08,2,0,0,0,4,5,12
verify,verify,0,,C1,3.94,2,0,0,0,4,4,12
portable,portable,0,,off~C1+,3.97,2,0,0,0,4,4,12
amateur,amateur,0,,C1,4.22,2,0,0,0,4,4,12
orchard,orchard,0,,off~C1+,3.57,2,0,0,0,3,3,12
ignite,ignite,0,,off~C2,3.35,2,0,0,0,3,3,12
voluntary,voluntary,0,,B2,4.01,2,0,0,0,3,3,12
tolerant,tolerant,0,,off~C1+,3.58,2,0,0,0,3,3,12
equation,equation,0,,C1,4.02,2,0,0,0,3,3,12
qualify,qualify,0,,B1,4.46,2,0,0,0,3,3,12
urgent,urgent,0,,B2,4.15,2,0,0,0,3,3,12
index,index,0,,B2,4.57,2,0,0,0,4,4,12
elusive,elusive,0,,off~C2,3.47,2,2,0,0,4,4,12
upheaval,upheaval,0,,off~C2,3.13,2,0,0,0,4,4,12
proclaim,proclaim,0,,C1,3.77,2,0,0,0,4,4,12
english,english,0,,off~B2,5.19,2,1,0,0,3,4,12
forecast,forecast,0,,B2,4.09,2,0,0,0,3,3,12
wardrobe,wardrobe,0,,off~C1+,3.8,2,0,0,0,3,3,12
basically,basically,0,,B2,4.63,2,0,0,0,4,4,12
alternate,alternate,0,,off~C1,4.11,2,0,0,0,3,3,11
imminent,imminent,0,,C1,3.67,2,1,0,0,3,3,11
supplement,supplement,0,,C1,4.03,2,0,0,0,3,3,11
vague,vague,0,,C1,3.87,2,0,0,0,3,3,11
frustrate,frustrate,0,,C1,4.08,2,0,0,0,3,3,11
synonym,synonym,0,,off~C2,3.21,2,1,0,0,3,3,11
instruct,instruct,0,,C1,3.84,2,0,0,0,3,4,11
gaze,gaze,0,,C1,3.7,2,0,0,0,3,3,11
precision,precision,0,,C1,4.01,2,0,0,0,3,3,11
accidentally,accidentally,0,,B2,4.22,2,0,0,0,3,3,11
tremble,tremble,0,,off~C2,3.27,2,0,0,0,3,3,11
fond,fond,0,,B2,3.89,2,0,0,0,3,3,11
enclose,enclose,0,,off~C1+,3.74,2,0,0,0,3,3,11
clash,clash,0,,C1,3.97,2,0,0,0,3,3,11
collectively,collectively,0,,off~C1+,3.82,2,1,0,0,3,3,11
accommodate,accommodate,0,,B2,4.02,2,0,0,0,3,3,11
clasp,clasp,0,,off~C2,3.1,2,0,0,0,3,3,11
insult,insult,0,,C1,3.99,2,0,0,0,3,3,11
treaty,treaty,1,treaty,C1,4.31,2,1,0,0,3,3,11
divert,divert,0,,C1,3.49,2,1,0,0,3,3,11
quiz,quiz,0,,off~C1+,3.82,2,0,0,0,3,3,11
envious,envious,0,,off~C2,3.22,2,0,0,0,3,3,11
contraction,contraction,0,,off~C2,3.46,2,0,0,0,3,3,11
invoke,invoke,0,,C1,3.33,2,0,0,0,3,3,11
assault,assault,0,,C1,4.44,2,0,0,0,3,3,11
attire,attire,0,,off~C2,3.49,2,1,0,0,3,3,11
artificially,artificially,0,,off~C2,3.44,2,0,0,0,3,3,11
abundance,abundance,0,,C1,3.86,2,1,0,0,3,3,11
peg,peg,0,,off~C2,3.49,2,0,0,0,3,5,11
conversion,conversion,0,,C1,4.24,2,0,0,0,3,3,11
utility,utility,0,,C1,4.27,2,0,0,0,3,3,11
spectator,spectator,0,,B2,3.66,2,1,0,0,3,3,11
candidate,candidate,0,,B1,4.66,2,0,0,0,3,3,11
bless,bless,0,,C1,4.23,2,1,0,0,2,2,10
sterile,sterile,0,,off~C2,3.43,2,1,0,0,2,2,10
erratic,erratic,0,,off~C2,3.34,2,1,0,0,2,2,10
dormant,dormant,0,,off~C2,3.41,2,0,0,0,2,2,10
interrogation,interrogation,0,,off~C1+,3.56,2,0,0,0,2,2,10
intimidation,intimidation,0,,off~C2,3.39,2,0,0,0,2,2,10
sponsor,sponsor,0,,B2,4.04,2,0,0,0,2,2,10
nuisance,nuisance,0,,off~C2,3.5,2,1,0,0,2,2,10
blunt,blunt,0,,off~C1+,3.9,2,0,0,0,2,2,10
scenic,scenic,0,,off~C1+,3.67,2,1,0,0,2,2,10
gratify,gratify,0,,off~C2,3.07,2,0,0,0,2,2,10
tender,tender,0,,C1,4.09,2,0,0,0,2,2,10
refund,refund,0,,off~C1+,3.94,2,0,0,0,2,2,10
tense,tense,0,,off~C1+,3.95,2,0,0,0,2,2,10
affluent,affluent,0,,off~C2,3.37,2,0,0,0,2,2,10
loudly,loudly,0,,A2,3.79,2,0,0,0,2,2,10
politely,politely,0,,off~C2,3.47,2,0,0,0,2,2,10
prolific,prolific,0,,off~C1+,3.6,2,1,0,0,2,2,10
justify,justify,0,,B2,4.14,2,0,0,0,2,2,10
affirm,affirm,0,,off~C2,3.2,2,0,0,0,2,2,10
adore,adore,0,,off~C1+,3.7,2,0,0,0,2,2,10
disguise,disguise,0,,off~C1+,3.72,2,0,0,0,2,2,10
fling,fling,0,,off~C2,3.33,2,0,0,0,2,2,10
surrender,surrender,0,,C1,4.09,2,1,0,0,2,2,10
numb,numb,0,,off~C1+,3.53,2,0,0,0,2,2,10
legible,legible,0,,off~C2,2.8,2,0,0,0,2,2,10
latitude,latitude,0,,off~C1+,3.57,2,0,0,0,2,2,10
forgive,forgive,0,,B2,4.25,2,0,0,0,2,2,10
core,core,0,,B2,4.73,2,0,0,0,2,2,10
illuminate,illuminate,0,,off~C2,3.5,2,0,0,0,2,2,10
detour,detour,0,,off~C2,3.2,2,0,0,0,2,2,10
deduct,deduct,0,,off~C2,3.16,2,0,0,0,2,2,10
ripe,ripe,0,,off~C1+,3.67,2,0,0,0,2,2,10
residence,residence,0,,C1,4.36,2,1,0,0,2,2,10
accomplice,accomplice,0,,off~C2,3.22,2,0,0,0,2,2,10
supervision,supervision,0,,C1,3.94,2,0,0,0,2,2,10
hazard,hazard,0,,C1,3.98,2,0,0,0,2,2,10
banish,banish,0,,off~C2,3.39,2,1,0,0,2,2,10
weary,weary,0,,off~C1+,3.61,2,0,0,0,2,2,10
conditionally,conditionally,0,,off~C2,2.52,2,0,0,0,2,2,10
comfortably,comfortably,0,,off~C1+,3.74,2,0,0,0,2,2,10
predictable,predictable,0,,B2,3.76,2,1,0,0,2,2,10
defer,defer,0,,off~C1+,3.54,2,0,0,0,2,2,10
urgency,urgency,0,,off~C1+,3.55,2,0,0,0,2,2,10
bundle,bundle,0,,off~C1+,3.93,2,0,0,0,2,2,10
legislate,legislate,0,,off~C2,3.01,2,0,0,0,2,2,10
inoffensive,inoffensive,0,,off~C2,2.56,2,0,0,0,2,2,10
rebuke,rebuke,0,,off~C2,3.1,2,0,0,0,2,2,10
paste,paste,0,,off~C1+,3.91,2,0,0,0,2,2,10
enviously,enviously,0,,off~C2,1.9,2,0,0,0,2,2,10
trample,trample,0,,off~C2,3.07,2,0,0,0,2,2,10
subscription,subscription,0,,C1,4.06,2,0,0,0,2,2,10
convenience,convenience,0,,B2,4.02,2,0,0,0,2,2,10
urgently,urgently,0,,off~C2,3.48,2,0,0,0,2,2,10
conspicuous,conspicuous,0,,off~C2,3.35,2,0,0,0,2,2,10
reverent,reverent,0,,off~C2,2.46,2,0,0,0,2,2,10
reap,reap,0,,off~C1+,3.53,2,0,0,0,2,2,10
pacify,pacify,0,,off~C2,2.73,2,0,0,0,2,2,10
rehearse,rehearse,0,,off~C2,2.94,2,0,0,0,2,2,10
shrill,shrill,0,,off~C2,2.88,2,0,0,0,2,2,10
deposited,deposite,0,,off~C1+,3.64,2,0,0,0,2,2,10
detach,detach,0,,off~C1+,3.79,2,0,0,0,2,2,10
reprimand,reprimand,0,,off~C2,2.9,2,0,0,0,2,2,10
comply,comply,0,,C1,4.04,2,0,0,0,2,2,10
rift,rift,0,,off~C1+,3.64,2,0,0,0,2,2,10
outlet,outlet,0,,C1,4.0,2,0,0,0,2,2,10
relent,relent,0,,off~C2,2.71,2,1,0,0,2,2,10
personally,personally,0,,B1,4.57,2,0,0,0,2,2,10
versatile,versatile,0,,off~C1+,3.66,2,2,0,0,2,2,10
hesitate,hesitate,0,,B2,3.79,2,0,0,0,2,2,10
observant,observant,0,,off~C2,3.05,2,0,0,0,2,2,10
resentful,resentful,0,,off~C2,2.97,2,0,0,0,2,2,10
sober,sober,0,,off~C1+,3.94,2,0,0,0,2,2,10
decadent,decadent,0,,off~C2,3.04,2,0,0,0,2,2,10
agenda,agenda,0,,B2,4.3,2,0,0,0,2,2,10
finite,finite,0,,off~C1+,3.75,2,1,0,0,2,2,10
receptive,receptive,0,,off~C2,3.32,2,0,0,0,2,2,10
refresh,refresh,0,,off~C1+,3.83,2,0,0,0,2,2,10
rash,rash,0,,off~C1+,3.67,2,0,0,0,2,2,10
creed,creed,0,,off~C1+,3.7,2,0,0,0,2,2,10
sip,sip,0,,off~C1+,3.67,2,0,0,0,2,2,10
assimilate,assimilate,0,,off~C2,3.07,2,0,0,0,2,2,10
fasten,fasten,0,,B1,3.02,2,0,0,0,2,2,10
disperse,disperse,0,,off~C2,3.5,2,0,0,0,2,2,10
reclaim,reclaim,0,,off~C2,3.44,2,1,0,0,2,2,10
stale,stale,0,,off~C2,3.43,2,0,0,0,2,2,10
condense,condense,0,,off~C2,3.4,2,0,0,0,2,2,10
dispose,dispose,0,,C1,3.55,2,0,0,0,2,2,10
consent,consent,0,,C1,4.36,2,0,0,0,2,2,10
relapse,relapse,0,,off~C2,3.32,2,0,0,0,2,2,10
facade,facade,0,,off~C2,3.42,2,0,0,0,2,2,10
punctuate,punctuate,0,,off~C2,2.98,2,0,0,0,2,2,10
demolish,demolish,0,,off~C1+,3.52,2,2,0,0,2,2,10
elevation,elevation,0,,off~C1+,3.9,2,1,0,0,2,2,10
irate,irate,0,,off~C2,2.78,2,0,0,0,2,2,10
oversight,oversight,0,,off~C1+,3.83,2,0,0,0,2,2,10
oblige,oblige,0,,C1,3.1,2,0,0,0,2,2,10
transgress,transgress,0,,off~C2,2.34,2,0,0,0,2,2,10
assemble,assemble,0,,C1,3.96,2,1,0,0,2,2,10
applaud,applaud,0,,C1,3.46,2,0,0,0,2,2,10
contemplation,contemplation,0,,off~C2,3.15,2,0,0,0,2,2,10
congestion,congestion,0,,off~C1+,3.66,2,1,0,0,2,2,10
yawn,yawn,0,,off~C2,3.07,2,0,0,0,2,2,10
inquiry,inquiry,0,,B2,4.25,2,0,0,0,2,2,10
inspector,inspector,0,,B2,4.25,2,0,0,0,2,2,10
plead,plead,0,,C1,3.66,2,0,0,0,2,2,10
discreet,discreet,0,,off~C2,3.43,2,0,0,0,2,2,10
applause,applause,0,,off~C1+,3.83,2,0,0,0,2,2,10
accompaniment,accompaniment,0,,off~C2,3.22,2,2,0,0,2,2,10
rinse,rinse,0,,off~C2,3.48,2,0,0,0,2,2,10
indignant,indignant,0,,off~C2,2.86,2,0,0,0,2,2,10
furnish,furnish,0,,off~C1+,3.65,2,0,0,0,2,2,10
innocently,innocently,0,,off~C2,2.88,2,0,0,0,2,2,10
proficiency,proficiency,0,,off~C2,3.43,2,1,0,0,2,2,10
conveniently,conveniently,0,,off~C1+,3.58,2,0,0,0,2,2,10
confidentially,confidentially,0,,off~C2,2.61,2,0,0,0,2,2,10
namely,namely,0,,C1,4.02,2,0,0,0,2,2,10
taunt,taunt,0,,off~C2,2.96,2,0,0,0,2,2,10
recline,recline,0,,off~C2,2.91,2,0,0,0,2,2,10
pounce,pounce,0,,off~C2,2.97,2,0,0,0,2,2,10
abduction,abduction,0,,off~C2,3.43,2,0,0,0,2,2,10
authentic,authentic,0,,C1,4.04,2,0,0,0,2,2,10
slight,slight,0,,B2,4.22,2,0,0,0,2,2,10
proclamation,proclamation,0,,off~C2,3.44,2,0,0,0,2,2,10
heresy,heresy,0,,off~C2,3.35,2,0,0,0,2,2,10
renovation,renovation,0,,off~C1+,3.74,2,2,0,0,2,2,10
trance,trance,0,,off~C2,3.49,2,1,0,0,2,2,10
negligent,negligent,0,,off~C2,3.33,2,0,0,0,2,2,10
mitigate,mitigate,0,,off~C1+,3.54,2,1,0,0,2,2,10
tranquil,tranquil,0,,off~C2,3.14,2,1,0,0,2,2,10
congregate,congregate,0,,off~C2,2.92,2,0,0,0,2,2,10
virtue,virtue,0,,C1,3.94,2,0,0,0,2,2,10
immortal,immortal,0,,off~C1+,3.77,2,0,0,0,2,2,10
omniscient,omniscient,0,,off~C2,2.71,2,0,0,0,2,2,10
jubilant,jubilant,0,,off~C2,2.63,2,0,0,0,2,2,10
mediocre,mediocre,0,,off~C1+,3.52,2,1,0,0,2,2,10
ponder,ponder,0,,off~C2,3.35,2,1,0,0,2,2,10
compress,compress,0,,off~C1+,3.62,2,0,0,0,2,2,10
vowel,vowel,0,,off~C2,3.33,2,1,0,0,2,2,10
feign,feign,0,,off~C2,2.65,2,1,0,0,2,2,10
wholesome,wholesome,0,,off~C1+,3.51,2,0,0,0,2,2,10
correspondence,correspondence,0,,C1,3.85,2,1,0,0,2,2,10
grind,grind,0,,C1,3.94,2,0,0,0,2,2,10
martyr,martyr,0,,off~C2,3.46,2,0,0,0,2,2,10
afflict,afflict,0,,off~C2,3.29,2,0,0,0,2,2,10
nutritious,nutritious,0,,off~C2,3.18,2,1,0,0,2,2,10
predicament,predicament,0,,off~C2,3.28,2,0,0,0,2,2,10
time,time,0,,A1,6.29,1,0,44,8,58,343,323
know,know,0,,A1,6.1,1,1,41,3,57,226,266
large,large,0,,A1,5.39,1,0,28,0,53,180,219
describe,describe,0,,A1,5.0,1,0,10,20,59,260,218
discuss,discuss,0,,A1,4.66,1,0,2,41,59,304,211
change,change,0,,A1,5.54,1,0,23,3,53,163,200
base,base,0,,A2,5.51,1,1,42,9,52,144,198
live,live,0,,A1,5.54,1,1,29,2,49,157,196
explain,explain,0,,A1,4.89,1,0,8,6,58,237,182
come,come,0,,A1,5.78,1,0,24,2,51,138,168
understand,understand,0,,A1,5.37,1,0,17,31,43,121,160
following,following,0,,A2,5.46,1,0,7,51,54,163,153
begin,begin,0,,A1,5.07,1,0,19,3,49,126,152
replace,replace,0,,A2,4.58,1,0,7,36,45,90,144
popular,popular,0,,A1,5.07,1,0,23,1,40,109,142
means,means,0,,B2,5.44,1,1,6,33,47,89,141
human,human,0,,A2,5.35,1,0,12,2,40,112,138
help,help,0,,A1,5.75,1,0,11,0,44,111,136
grow,grow,0,,A1,4.9,1,1,18,0,42,95,131
see,see,0,,A1,6.1,1,0,13,0,47,116,125
play,play,0,,A1,5.61,1,0,19,2,37,99,123
method,method,0,,A2,4.8,1,0,11,2,38,97,122
refer,refer,0,,A2,4.61,1,0,8,31,39,73,121
discover,discover,0,,A2,4.74,1,0,11,1,42,84,120
fact,fact,0,,A1,5.41,1,0,18,7,47,93,119
word,word,0,,A1,5.26,1,0,3,22,37,114,119
thought,thought,0,,A2,5.59,1,0,18,3,41,76,118
compare,compare,0,,A1,4.92,1,0,4,2,44,95,116
close,close,0,,A1,5.36,1,0,7,30,42,69,115
need,need,0,,A1,5.97,1,1,11,0,41,86,109
spend,spend,0,,A1,5.02,1,0,12,0,42,72,108
past,past,0,,A1,5.36,1,0,13,2,35,71,106
state,state,0,,A2,5.78,1,0,18,6,30,66,104
interest,interest,0,,A1,5.17,1,0,11,1,35,68,102
actually,actually,0,,A2,5.49,1,0,12,0,38,59,101
look,look,0,,A1,5.81,1,0,11,0,42,73,100
amount,amount,0,,A2,5.13,1,0,17,0,34,57,100
